"locality_id","locality","n"
"L8589528","Camargue--Martelières de la Vignolle",1
"L8589663","Junction & Breakwater Trail--Outlets parking - Holland Glade",1
"L8589854","Парк Погулянка (Pohulianka park)",1
"L8590002","Bella Bella - Gosling Island",1
"L8590212","Boyds Lane Marsh",128
"L859056","Muddy Pond/Sterling Peat, Sterling",1097
"L859065","Humedales de Bocapan",8
"L8590703","TX118 Gazebo Park",4
"L8591022","Sun Yat Sen Memorial Park",3
"L859120","Humedales de Mancora (Dept. Piura)",3
"L8591214","NCC Doyle’s property",2
"L859123","Glacier NP--Inside North Fork Rd.",23
"L8591378","TN Salak--raptor rehabilitation center (Gunung Halimun)",3
"L859161","Lake Leavitt",105
"L859168","Chester WTP",71
"L859182","Twelve Mile Dam FAS",22
"L8591876","Saint Columba Falls",3
"L8591946","出雲市--五右衛門川河口 (Izumo--Gouemon River mouth)",1
"L8592078","Mount Field National Park--Campground",1
"L8592307","San Miguel de Valero--Ruta La Honfría-Castilldecabras",2
"L8592485","Sendero Verde",6
"L8592508","境港市--中野港 (Sakaiminato--Nakano Port)",2
"L859271","Aéroport de Cayenne-Félix Eboué [CAY]",2
"L859276","Larriland Farm Pond",194
"L859278","Angoulême",4
"L859297","Havasu NWR--Bermuda Pasture",80
"L8593124","Laguna Drake",2
"L8593198","Villavelayo--Cobarejas",2
"L859331","PP Caá Yarí (AICA MI15)",3
"L859335","Sand Ford Access",7
"L859336","Dunn Ford Access",7
"L859365","Hooten Town Access",14
"L8593695","Harike Bird Sanctuary--Tarn Taran",2
"L859457","Precordillera de Paine - Escorial",2
"L8594794","Westhope (town)",1
"L859485","Albert Rd. Ponds",520
"L859487","Echo Lake",539
"L8595285","Kennedy Pond",8
"L8595287","Rosscarbery Pier",1
"L859548","Little Prairie Hunt Club",129
"L8595524","Barn Restaurant Pond",1
"L859599","Cheboygan River mouth/marina",10
"L8596122","Wente Boy Scout Camp",8
"L8596244","India Point Park",31
"L8596368","Pioneer Park",3
"L8596904","Maredumilli--Pullangi Road",1
"L859691","Green Pond",220
"L8597082","Turtle Mtns.--Twisted Oaks Campground",1
"L8597109","Dhaneti Lake",2
"L8597279","Cedar Lake (Slope Co.)",14
"L8597288","Garpanchkot",2
"L8597362","Meadow Lake (Barnes Co.)",2
"L8597369","Zona esteparia Ledaña-Iniesta--Los Lavajos",1
"L859737","County Line Rd. (Colusa Co.)",27
"L8597379","Mirador Ermita Santa Quiteria",1
"L8597459","KLDB Farm Kolahalamedu",65
"L8597463","Kaçkar (Dübedüzü)",2
"L8597680","IBA Göksu Deltasi--kosks - yıkık bina",6
"L8597706","IBA Göksu Deltasi--kosks - kuğu gölü",3
"L8597776","Bunhill Fields Burial Ground and Gardens",2
"L8597852","Palencia Park",5
"L8597916","adana: çukurova: kosks: seyhan batı köprü",1
"L8597967","adana: sarıçam: kosks: seyhan 1",1
"L8597975","adana: sarıçam: kosks: seyhan 6",3
"L8598032","adana: sarıçam: kosks: seyhan 8",1
"L8598048","adana: karaisalı: kosks: çatalan 7",1
"L8598186","adana: imamoğlu: kosks: çatalan 2",1
"L8598298","Captain's Quarters Recreation Center",3
"L859838","School Rd. Marsh",53
"L8598444","Reservatórios da Queimada",10
"L859853","Colegio Rio Frio forest",19
"L8598734","Syracuse--4000 W",1
"L8598896","NP High Tatras - Skalnata valley",4
"L8599120","Riley Creek Campground",2
"L8599253","Honua‘ula Forest Reserve (Makāula -‘O‘oma section)",48
"L859935","Fisherman's Island SP",209
"L859939","Warner Creek Pathway",15
"L859942","Pond 23 & Otay River channel",298
"L8599432","Jaraguá do Sul--Parque Malwee",5
"L8599511","Ría del Eo--Área general (margen Asturias)",9
"L8599975","Alagón del Río--Pueblo",3
"L8600186","White Sulphur Springs--I-64 Welcome Center",2
"L8600273","Fossil Creek Reservoir Natural Area--East Blind",62
"L860029","University of North Florida Wildlife Sanctuary",394
"L8600682","Quito--Centro Cultural Carlos Fuentes",1
"L8600757","Heritage Farm Museum and Village",3
"L8601288","River Canyon Natural Area",3
"L8601371","Dargaville (general)",2
"L8601604","Kalindi College--Delhi",3
"L860161","Pinckney RA (Washtenaw Co.)",82
"L860182","Allegan SGA--Swan Creek (112th Ave. to 116th Ave.)",15
"L8601913","Laguna del Ostión",4
"L8601957","Parque Natural del Alto Tajo",9
"L8601985","Embalse del Molino de Chincha",4
"L8601994","River Medlock at Helmet Street",2
"L8602013","Castle & Key Distillery",2
"L860204","Sonora-  I-10 Rest Area",134
"L8602041","Netanya seasonal pond park==פארק שלולית החורף נתניה",15
"L860206","Holloway Reservoir (Lapeer Co.)",110
"L860210","Lowell SGA (Ionia Co.)",3
"L860211","J.W. Smith Reservoir (Clayton Co.)",47
"L860213","Lake Lenore Caves SP",32
"L8602150","Crooked River",7
"L860255","Leelanau SP--South",16
"L860256","South Manitou Island",4
"L860264","Tanyard Creek Nature Trail",54
"L8602705","Minidoka NWR--Coldwater & Tule Island",5
"L860272","Porcupine Mountains Wilderness SP (Gogebic Co.) (please consider using a more specific location)",3
"L8602838","Tombingo Forest",2
"L8602892","Benguela Saltworks",1
"L860290","Prairie Harbor Yacht Club",18
"L8603022","Lough Hackett",6
"L8603292","Blythe-Rhone Road",1
"L8603335","Shrule Turlough",16
"L8603505","Collserola PNat--Pantà de Vallvidrera",12
"L860354","Donald Lamoreaux Park",298
"L860371","Salt Lake Park",182
"L860375","Bur Oak Landing Park",22
"L860379","Jubb Bayou Park",11
"L8603806","Norman Wells--dump",2
"L860384","Conner Bayou Park",62
"L8603925","stakeout Long-tailed Duck, Lower Springdale Estates Lake, Raleigh (2019)",18
"L8604039","Rock Candy Mountain",1
"L860418","Littlejohn Lake County Park",1
"L8604183","Plymouth ~ Santander (eaux françaises)",3
"L8604457","Vilagarcía de Arousa--Enseada do Rial.",16
"L8604489","Sonoma Garden Park",37
"L8604787","Ashland--Railroad Park",6
"L860522","Soledad Canyon Day Use Area",20
"L860595","Kingsmill (gated community/restricted access)",74
"L8606236","Inventure Academy, Bangalore",12
"L8606341","Sutton Grange",2
"L860639","Campbell River--Willow Point",136
"L8606449","Thuvakudi Lake",1
"L8606499","大清谷 (Daqing Valley)",21
"L8606552","Kaikoura--Kowhai Ford Road",1
"L8606641","台北--三峽遠雄海洋公園(Taipei--Sanxia Farglory Ocean Park)",43
"L8606792","Morrungulo",1
"L8607000","Tsakane dams",11
"L8607008","Langebaan Country Estate",4
"L8607014","Brackendowns",6
"L8607041","Pontevedra--Praza de Barcelos e Santa Clara",2
"L8607067","Cambados--Campos de O Couto de Abaixo",1
"L8607076","Bongani Mabaso Eco Park",4
"L8607079","Ingeli Forest Reserve",1
"L860720","Bayside Park (G St.)",158
"L8607250","Guru Ghasidas University Campus, Bilaspur",33
"L8607683","Vlaklaagte grasslands",4
"L8607707","SS Skosana NR",1
"L8608100","Westonaria general area",1
"L8608185","北大武山(North Dawu Mountain)",3
"L8608235","Hunter Mt. Loop Trail",1
"L860850","Puerto Lopez pelagic--to Isla de la Plata",67
"L860856","Isla de la Plata",293
"L860867","Davidson/Paris Wildlife Area",7
"L8608719","Department of Geology, DU DL/IN",8
"L860872","Cook Access",1
"L860874","Baseline Rd. - East",19
"L860875","Reiker Ford Access",17
"L860885","Fiddlers Ford Access",5
"L860888","Warren Bridge Access",7
"L860892","Vanderhoef Mem SF",2
"L860894","Mayers Landing Access",17
"L860897","Patrick Bridge Access",5
"L860899","Cover Prairie CA",17
"L860904","Sloane CA",51
"L8609124","Caldey Island",1
"L8609181","TSRS Vasant Vihar DL/IN",2
"L8609213","Horsetail Falls",5
"L8609239","Garden Estate gurgaon HR/IN",1
"L8609323","Suital Lodge",3
"L8609802","Thürer Wiesen (NSG)",6
"L8609887","Metro Ñuble",1
"L8610094","Shenango River--Clark St. Bridge",31
"L8610296","Kime Rd., Geneva",1
"L8610407","Rio Claro--Sítio Canaã",12
"L8610808","Gering WTP",2
"L8610993","Berlin--Mühlendammschleuse",35
"L8611480","AITAWA ECOHOSTAL",17
"L8611496","Lakewood Lake Number Three",14
"L861158","Lincoln St.--mesquite islands",1
"L861171","Whitehorse--Yukon College beaver pond",63
"L8611825","Lake Brahmputra near Kolia Bhomora Setu Bridge",24
"L8612218","PTS Mana, Raipur",1
"L8612283","Graham Stream Rest Area",3
"L8612320","Collingwood Holiday Park",9
"L8612398","Sanxenxo--Praia de Areas",4
"L8612406","River Medlock between Palmerston St and Gurney St",45
"L8612410","Delhi Public School R.K.Puram DL/IN",2
"L861273","Lake Columbia",12
"L8612916","Despatch River (Despatch)",2
"L8612947","River Medlock at Cambridge Street",5
"L8613030","Castlereagh Hwy at Castlereagh River",2
"L8613233","Thagarapuvalasa Pond",7
"L861326","Bitterwater Rd-Pinole Spring",37
"L8613809","Waverly Rd, Waverly",25
"L8613875","Dzveli Waterfall Ravine",5
"L8614453","Trevor Zoo at Millbrook School",9
"L8614648","Linwood Pond, Northbridge",63
"L8614951","Lobón--Graveras Pedro Franco",2
"L861543","NOAA Weather Station, Brownsville",2
"L8615434","West Point--5000 W",7
"L861553","NL--St. Carols",7
"L861559","NL--Quirpon",10
"L8615642","Walthour-Moss Foundation",11
"L8615807","New Glasgow",1
"L8615809","stakeout Townsend's Solitaire, Copake Falls (2019)",46
"L861643","Butchart Gardens",295
"L861649","Lincoln Rock SP",118
"L861670","Loganberry Lane Park",11
"L8617073","渋谷区--代々木公園--バードサンクチュアリ (Shibuya Ward--Yoyogi Park--Yoyogi Bird Sanctuary)",15
"L8617589","North Point Parks Loop Trail (The Pink Trail)",1
"L861788","Ankeny NWR--Ankeny Hill Nature Center",75
"L861790","Ankeny NWR--Eagle Marsh-Scrape Pond",205
"L861798","Ankeny NWR--Pintail Marsh",1703
"L8618101","Okiato-Opua Vehicle Ferry",11
"L861846","Erie Canal, Lock 14, Canajoharie",24
"L8618479","Russell--Matauwhi Bay Recreational Reserve",4
"L8619261","Hotelera Riu Dunamar",4
"L861940","Long Point Boat Landing",5
"L861951","Guntersville Lake--Sailing Club",4
"L861959","Big Spring Park",8
"L861963","Tahquamenon Falls SP--Clark Lake Trail",21
"L861990","Grassy Waters Nature Preserve--North",72
"L862037","Wisner River Park",33
"L8620506","Amistad NRA--Box Canyon Estates area",5
"L862053","Greene-Sullivan SF",250
"L8620805","Kaingahoa Bay",2
"L8621037","Juntura (town)",19
"L8621229","Greyton Local Nature Reserve",5
"L8621308","Point Souttar",2
"L8621569","Tongtophey (Trongsa, BT)",10
"L8621600","Ermita Virgen de la Estrella",2
"L8621604","Thorncombe Street area--West section",72
"L862162","Lida - Brockett's Ranch (Old Residence)",14
"L8621657","斜里町--斜里町立知床博物館・斜里町民公園 (Shari--Shiretoko Museum and Shari Municipal Park)",1
"L862166","Lida Summit",7
"L862167","Single Row Trees",2
"L8621751","Sacred Heart Matric. Hr.Sec.School",5
"L8621849","Šetalište Bivio--Rijeka, Primorsko-goranska županija",9
"L8622220","Nature Discovery Centre",24
"L8622257","Carmona River, Southwoods Avenue, brgy. Binan",25
"L862241","Colfax Cemetery",12
"L862269","Avimor--Spring Hill Area",5
"L8622849","Sri Mathi Lingammal Ramarajhu Matriculation HSS",6
"L8623092","Buñales",7
"L8623373","Bethuadahari Wildlife Sanctuary",6
"L8623784","San Clemente Island--Castor Bean Tank",2
"L8624203","Golden Creepers Farm Retreat gurgaon  HR/IN",4
"L8624206","Rose Hill Cemetery",17
"L862557","High Rocks",3
"L862603","Brookley Field",9
"L8626038","SRP ponds",128
"L862612","Fort Stark, New Castle",91
"L862633","Cherokee National Forest--Carver's Gap (TN)",82
"L862645","Merrimack River, Big Bend, Boscawen",83
"L862679","Río Tuira",19
"L8626956","Altınkaya Zirve Yolu",1
"L8627332","Campoo de Suso--Ermita de los Cajigales",8
"L8628221","Suzano--Banhado de Suzano",2
"L8628458","Heydalur",1
"L8628880","Lindisfarne NNR--Fenham Flats",9
"L862900","Sullivan Canyon",4
"L8629315","Khaishi",2
"L8629506","Nenskra River--upstream of Tita",3
"L8629527","Legacy Parkway",6
"L8629990","Santa Cruz--Playa Borrero",6
"L8630121","Humedal del Yi--Mirador.",1
"L8630165","Massacre Rocks SP--Boat Ramp",5
"L863108","South Beach Park",7
"L8631294","San Carlos",9
"L863186","Pocomoke SF--Blades Road",88
"L8632291","Doni River Bridge, Sarwad ಡೋಣಿ ನದಿ ಸೇತುವೆ, ಸಾರವಾಡ",2
"L863246","Mt. Bolivar",13
"L8633082","Parque Lezama",2
"L8633186","San Pedro lakeside, Brgy. San Roque",1
"L8633249","Reschensee",1
"L8633433","羅臼町--羅臼ビジターセンター (Rausu--Rausu Visitor Center)",2
"L8633469","Tulungia",1
"L8633734","South Bruny National Park--Labillardiere Peninsula Circuit",6
"L8633814","Zawita Forest",1
"L8633849","Baumgartner Lake",3
"L8633994","Dano Batulilok",1
"L8634046","Les Salans (Leucate)",5
"L863407","Indian Hill Recreation Area",15
"L8634190","Campo Carlo Magno",6
"L8634305","Chempinthuruthu",1
"L8634486","Congosto de Baldellou",21
"L8634548","Baldellou--Peña Roya",4
"L863455","Estero Unión Hidalgo",14
"L8634564","Congosto de Regué",2
"L8634572","VN Klabava",5
"L8634687","Roosevelt Park",76
"L863469","Madeline Bertrand County Park",28
"L8635291","Mam Tor",18
"L8635394","Perumbakkam Lake",17
"L8635427","Baldellou--Chopera del río Pedriza",3
"L863678","Wenberg County Park",7
"L8636826","Chapora Estuary",4
"L863691","Turkey Corner",1
"L863722","Joshua Tree NP--Black Rock Campground",502
"L8637394","Playas de Zumbi",2
"L8637416","Kamaraj College of Engineering & Technology (KCET)",2
"L8637445","Neuburger Enge--Westteil",1
"L8637596","Hattstedtermarsch",1
"L8637811","Adolfskoog",2
"L863795","Pike",3
"L863811","Tyrrell Lake",393
"L863833","Sugar Factory",59
"L863840","Alcovy Conservation Center (Newton Co.)",40
"L8640457","Hoces Ebro Rudrón PNat--Munilla",2
"L8640650","Sentiers du Saguenay--Secteur du Manoir",101
"L864125","Pine Mountain Fire Rd.",253
"L864134","Hay Creek CA",40
"L864145","Four Springs Lake Preserve",54
"L864171","Roseglen Gardens",7
"L864193","Rio Mayo--Debajo de Presa Adolfo Ruiz Cortines",9
"L864220","Umpqua NF--Horse and Teal Lakes",9
"L864259","Cameron Lake Road--South End",56
"L864298","Hartwell Family Memorial Preserve, Littleton",24
"L8643607","Baton Rouge--Oak Hills neighborhood",1
"L8643625","Madaket Beach",1
"L8643706","stakeout Varied Thrush--Madaket (2019)",1
"L864376","Tournament Park",33
"L864421","Pichilemu",2
"L8644324","Gargi College DL/IN",3
"L864434","Pease Bay Pond",86
"L8644343","Laguna Umayo",2
"L864482","East River Esplanade, 60th-84th St.",13
"L8644855","Remda-Teichel--Kretzberg",1
"L8644931","River Medlock at Baring Street (future Mayfield Park)",61
"L8645060","Parikrma Oxygen",2
"L8645166","Ashoka University",75
"L8645396","Siniyah Island--Flamingo Resort boat trip",3
"L864547","Rt. 12 by Malnati Farm, Walpole",4
"L8645847","Belleville West Boating Access Site",40
"L8645905","Via Los Colonos y el Incienso, Colonia Tovar",4
"L864592","Miller/Knox Regional Shoreline--Ferry Point",297
"L864596","Auburn District Regional Park",109
"L8646180","北中城村--沖縄県総合運動公園 (Kitanakagusuku--Okinawa Comprehensive Park)",6
"L8646318","Monroe",3
"L8646329","Muelle Enrique Avello",16
"L8646708","Nunsar",1
"L864762","Straits Pond, Hull",130
"L8647846","Балаково--Оросительный канал (Balakovo--Irrigation channel)",3
"L864791","Harris Beach SP",272
"L864849","Hutch Creek (Baxter Co.)",1
"L8648719","Alsea Highway--Alsea River Bridge",30
"L864878","Ch. du Bord-de-l'eau Sud, Noyan",29
"L8648934","Slikken van Flakkee",9
"L8649315","Cerro Sompoli",2
"L864932","Oneida Dr Marsh - Audubon Greenwich",63
"L864951","Green Swamp WMA--Rock Ridge Rd.",24
"L8649693","Stith Lake (Jones Co.)",64
"L864999","Flat River--Riverside Dr. area",16
"L8650043","Gibson Way at -30.88862, 147.58764",4
"L865022","Somerset Lake",426
"L865045","Elywood Park",30
"L865047","Payne Beach Rd., overlook",2
"L865056","North dump (Abaco)",25
"L8650680","Garden City Acres Park",5
"L8650990","ZonAustral",1
"L8651245","Villa de Aurora (Acceso Restringido)",30
"L8651606","Farewell Spit - Lighthouse and surrounding area",9
"L8651680","Nakusp - general",673
"L8651692","Nakusp--waterfront",394
"L8652384","Whitney Oaks Golf Club",2
"L8652505","Molokaï Trail",3
"L8653052","Deepwood Museum & Gardens",1
"L8653117","Museo y Centro de Visitantes Schuk Toak--Area de Campamento El Tecolote",1
"L8653265","塩尻市--塩嶺王城パークライン (Shiojiri--Enrei Ojo Park Line)",3
"L8653324","Wilson Park/Saline River",40
"L8653368","Milan Nature Park",9
"L8653414","RPPN Morro de Sapucaia",1
"L865342","Hibernia County Park--Chambers Lake",2055
"L865368","North Bend Rail Trail--Cornwallis to Cairo",3
"L865373","Belleville Lock and Dam",149
"L8653856","Camino Miguel Hidalgo-Vuelta Rica",3
"L8653863","Eaglehawk Lookout",1
"L8653910","El Estero y Muelle Reynaldo Canales (La Ceiba)",69
"L8653924","Binna Burra--Lower Bellbird Circuit",2
"L8653945","Picton Botanic Gardens",7
"L8654201","Santa Cruz Island--TNC Cabins",36
"L865422","Boquerón-Cabo Rojo",12
"L8654301","Upper de Armoun Rd",8
"L8654342","Northgate Dam",2
"L8654407","Mikkira Station (restricted access)",1
"L865477","Cape Perpetua (general)",123
"L8654811","Sunrise rocks, Malampuzha",1
"L8654875","Ringorah Rd at -31.05143, 147.83940",1
"L8654904","羅臼町--羅臼川--熊越橋 (Rausu--Rausu River--Kumagoe Bridge)",1
"L8654908","Río Mataquito--La Isla (Hualañé)",2
"L8655051","Woluwe-Saint-Lambert - Parc de Roodebeek",9
"L8656177","Aranjuez--Legamarejo",7
"L8656239","Serpur bird sanctuary, Paraswada Lake",20
"L8656432","Piedrahíta de Castro--Laguna Macías",29
"L8656466","Doñana PNat--Área General (Abalario)",10
"L8656715","Ría de Betanzos--Praia Grande de Miño",3
"L8656771","Ría de Ferrol--Desembocadura do Belelle",22
"L8656819","Lago de As Pontes--Praia do Lago",5
"L8657075","Fonts del Cardener--La Coma i La Pedra",4
"L8657354","Kocadere Göleti, Keşan",1
"L865776","Canyon Lake",183
"L8659059","Penha Forte",7
"L866008","RN Punta Coles",11
"L8660080","Aransas NWR--Oak Sanctuary Trail (Aransas Co.)",1
"L8660128","Bradshaw",2
"L8660236","Quadra Island-Maud Island Trail",3
"L8660684","Old Lugarno Ferry Ramp to Edith Bay Walk",1
"L8660955","Beare Park",1
"L8660979","Limbasi-Vastana Rd",60
"L8660980","Devils Lake--Mission Bay area",8
"L8661050","Devils Lake--Black Tiger Bay",1
"L866108","Denali NP&P--Murie Science and Learning Center",6
"L866116","Woodley Lakes Golf Course",1
"L8661346","Toledo Bend Reservoir--FM139 Bridge (Shelby Co)",2
"L8661407","Cathedral Meadows",18
"L8661769","Catarata El Cornelio",2
"L866183","Cherry Creek SP--12 Mile Trail",384
"L866201","Clark County Wetlands Park--Duck Creek Area",121
"L8662060","Spicer Creek WMA, Grand Island",23
"L866211","Fresh Pond--Lusitania Meadow",291
"L866230","Beaver River--New Brighton (general)",18
"L866236","Pinnacle Overlook",16
"L8662594","Alrø Poller",4
"L8662602","Alrø Egehoved",4
"L8662797","Timbavati GR--Bateleur Eco Lodge",2
"L8662865","Midreshet Ben-Gurion מדרשת בן גוריון",276
